DATE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,ORG_TYPE,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE,SICKNESS_ABSENCE_RATE_PERCENT
30/06/2024,Y56,London,QKK,South East London,RPG,Oxleas NHS Foundation Trust,Mental Health,6109.73754,130745.09999,4.67
30/06/2024,Y56,London,QKK,South East London,RRU,London Ambulance Service NHS Trust,Ambulance,15016.50132,232499.15613,6.46
30/06/2024,Y56,London,QKK,South East London,RV5,South London and Maudsley NHS Foundation Trust,Mental Health,7266.76055,178499.88394,4.07
30/06/2024,Y56,London,QMF,North East London,AXA,Tower Hamlets GP Care Group CIC,Community Provider Trust,308.19109,11870.71456,2.6
30/06/2024,Y56,London,QMF,North East London,QMF,NHS North East London ICB,Integrated Care Board,679.32,24199.5519,2.81
30/06/2024,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Acute,24796.58477,587673.27851,4.22
30/06/2024,Y56,London,QMF,North East London,RAT,North East London NHS Foundation Trust,Mental Health,10043.75431,214944.44017,4.67
30/06/2024,Y56,London,QMF,North East London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Acute,9980.93917,241037.66401,4.14
30/06/2024,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Acute,5349.9503700000005,126633.66759,4.22
30/06/2024,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Mental Health,10230.12573,220267.60228,4.64
30/06/2024,Y56,London,QMJ,North Central London,QMJ,NHS North Central London ICB,Integrated Care Board,604.74001,16933.4006,3.57
30/06/2024,Y56,London,QMJ,North Central London,RAL,Royal Free London NHS Foundation Trust,Acute,14996.35617,403755.64816,3.71
30/06/2024,Y56,London,QMJ,North Central London,RAP,North Middlesex University Hospital NHS Trust,Acute,6012.47375,139995.25436,4.29
30/06/2024,Y56,London,QMJ,North Central London,RKE,Whittington Health NHS Trust,Acute,6379.38332,145274.96743,4.39
30/06/2024,Y56,London,QMJ,North Central London,RNK,Tavistock and Portman NHS Foundation Trust,Mental Health,471.98199999999997,20206.60435,2.34
30/06/2024,Y56,London,QMJ,North Central London,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Acute,6523.25475,169673.57234,3.84
30/06/2024,Y56,London,QMJ,North Central London,RP6,Moorfields Eye Hospital NHS Foundation Trust,Acute,3072.74806,72366.27774,4.25
30/06/2024,Y56,London,QMJ,North Central London,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust",Mental Health,4576.55188,93453.00067,4.9
30/06/2024,Y56,London,QMJ,North Central London,RRV,University College London Hospitals NHS Foundation Trust,Acute,14590.26492,321181.1354,4.54
30/06/2024,Y56,London,QMJ,North Central London,RV3,Central and North West London NHS Foundation Trust,Mental Health,10263.9303,247532.94891,4.15
30/06/2024,Y56,London,QMJ,North Central London,TAF,Camden and Islington NHS Foundation Trust,Mental Health,2224.87906,73363.37814,3.03
30/06/2024,Y56,London,QRV,North West London,QRV,NHS North West London ICB,Integrated Care Board,650.2,24082.30334,2.7
30/06/2024,Y56,London,QRV,North West London,R1K,London North West University Healthcare NHS Trust,Acute,10596.36378,259343.98739,4.09
30/06/2024,Y56,London,QRV,North West London,RAN,Royal National Orthopaedic Hospital NHS Trust,Acute,1755.74889,49629.5681,3.54
30/06/2024,Y56,London,QRV,North West London,RAS,Hillingdon Hospitals NHS Foundation Trust,Acute,5058.60725,103386.19158,4.89
30/06/2024,Y56,London,QRV,North West London,RKL,West London NHS Trust,Mental Health,6691.06716,140314.28504,4.77
30/06/2024,Y56,London,QRV,North West London,RPY,Royal Marsden NHS Foundation Trust,Acute,4792.38995,136681.12038,3.51
30/06/2024,Y56,London,QRV,North West London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Acute,7877.53741,207749.32836,3.79
30/06/2024,Y56,London,QRV,North West London,RYJ,Imperial College Healthcare NHS Trust,Acute,16201.57523,412725.01684,3.93
30/06/2024,Y56,London,QRV,North West London,RYX,Central London Community Healthcare NHS Trust,Community Provider Trust,6918.35493,139828.19084,4.95
30/06/2024,Y56,London,QWE,South West London,NNV,Your Healthcare,Community Provider Trust,398.55579,12872.80739,3.1
30/06/2024,Y56,London,QWE,South West London,QWE,NHS South West London ICB,Integrated Care Board,454.08,17870.4307,2.54
30/06/2024,Y56,London,QWE,South West London,RAX,Kingston Hospital NHS Foundation Trust,Acute,4390.29212,113949.65408,3.85
30/06/2024,Y56,London,QWE,South West London,RJ6,Croydon Health Services NHS Trust,Acute,6968.99269,130211.01156,5.35
30/06/2024,Y56,London,QWE,South West London,RJ7,St George's University Hospitals NHS Foundation Trust,Acute,12689.19134,296767.78697,4.28
30/06/2024,Y56,London,QWE,South West London,RQY,South West London and St George's Mental Health NHS Trust,Mental Health,3285.85312,85508.22265,3.84
30/06/2024,Y56,London,QWE,South West London,RVR,Epsom and St Helier University Hospitals NHS Trust,Acute,9721.40891,196157.54342,4.96
30/06/2024,Y56,London,QWE,South West London,RY9,Hounslow and Richmond Community Healthcare NHS Trust,Community Provider Trust,1513.55854,35148.28177,4.31
30/06/2024,Y58,South West,QJK,Devon,NR5,Livewell Southwest,Community Provider Trust,4096.39513,73969.96334,5.54
30/06/2024,Y58,South West,QJK,Devon,QJK,NHS Devon ICB,Integrated Care Board,586.02681,12484.65345,4.69
30/06/2024,Y58,South West,QJK,Devon,RA9,Torbay and South Devon NHS Foundation Trust,Acute,8840.50437,190979.21396,4.63
30/06/2024,Y58,South West,QJK,Devon,RH8,Royal Devon University Healthcare NHS Foundation Trust,Acute,17489.75411,355059.22068,4.93
30/06/2024,Y58,South West,QJK,Devon,RK9,University Hospitals Plymouth NHS Trust,Acute,16135.11896,299037.007,5.4
30/06/2024,Y58,South West,QJK,Devon,RWV,Devon Partnership NHS Trust,Mental Health,5775.97187,103323.26645,5.59
30/06/2024,Y58,South West,QJK,Devon,RYF,South Western Ambulance Service NHS Foundation Trust,Ambulance,8283.81947,155875.06952999998,5.31
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",AXG,Wiltshire Health and Care,Community Provider Trust,1708.40776,31978.85293,5.34
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",QOX,"NHS Bath and North East Somerset, Swindon and Wiltshire ICB",Integrated Care Board,397.82659,11718.90862,3.39
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",RD1,Royal United Hospitals Bath NHS Foundation Trust,Acute,8491.64144,176782.91255,4.8
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",RN3,Great Western Hospitals NHS Foundation Trust,Acute,7172.84581,155629.69665,4.61
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",RNZ,Salisbury NHS Foundation Trust,Acute,4208.78409,119275.14303,3.53
30/06/2024,Y58,South West,QOX,"Bath and North East Somerset, Swindon and Wiltshire",RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,Mental Health,6138.32722,134819.91511,4.55
30/06/2024,Y58,South West,QR1,Gloucestershire,QR1,NHS Gloucestershire ICB,Integrated Care Board,321.26843,11768.07548,2.73
30/06/2024,Y58,South West,QR1,Gloucestershire,RTE,Gloucestershire Hospitals NHS Foundation Trust,Acute,10531.48055,263476.50899,4.0
30/06/2024,Y58,South West,QR1,Gloucestershire,RTQ,Gloucestershire Health and Care NHS Foundation Trust,Mental Health,5975.77271,125032.59346,4.78
30/06/2024,Y58,South West,QSL,Somerset,QSL,NHS Somerset ICB,Integrated Care Board,272.74669,9307.58163,2.93
30/06/2024,Y58,South West,QSL,Somerset,RH5,Somerset NHS Foundation Trust,Acute,17378.53778,361288.30566,4.81
30/06/2024,Y58,South West,QT6,Cornwall and the Isles of Scilly,AWK,Smile Together Dental CIC,Community Provider Trust,88.8,2828.04003,3.14
30/06/2024,Y58,South West,QT6,Cornwall and the Isles of Scilly,QT6,NHS Cornwall and the Isles of Scilly ICB,Integrated Care Board,287.15335,7803.5541,3.68
30/06/2024,Y58,South West,QT6,Cornwall and the Isles of Scilly,REF,Royal Cornwall Hospitals NHS Trust,Acute,9919.94157,205061.18362,4.84
30/06/2024,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,Mental Health,7332.12777,129697.73133,5.65
30/06/2024,Y58,South West,QUY,"Bristol, North Somerset and South Gloucestershire",NLX,Sirona Care and Health,Community Provider Trust,4850.83196,86211.31593,5.63
30/06/2024,Y58,South West,QUY,"Bristol, North Somerset and South Gloucestershire",QUY,"NHS Bristol, North Somerset and South Gloucestershire ICB",Integrated Care Board,312.91334,12031.5708,2.6
30/06/2024,Y58,South West,QUY,"Bristol, North Somerset and South Gloucestershire",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Acute,14476.18587,360282.67578,4.02
30/06/2024,Y58,South West,QUY,"Bristol, North Somerset and South Gloucestershire",RVJ,North Bristol NHS Trust,Acute,12256.80721,280511.57876,4.37
30/06/2024,Y58,South West,QVV,Dorset,QVV,NHS Dorset ICB,Integrated Care Board,389.73348,13177.91533,2.96
30/06/2024,Y58,South West,QVV,Dorset,R0D,University Hospitals Dorset NHS Foundation Trust,Acute,11692.31057,265273.10632,4.41
30/06/2024,Y58,South West,QVV,Dorset,RBD,Dorset County Hospital NHS Foundation Trust,Acute,4376.59538,99699.11482,4.39
30/06/2024,Y58,South West,QVV,Dorset,RDY,Dorset Healthcare University NHS Foundation Trust,Mental Health,8620.19404,172051.69954,5.01
30/06/2024,Y59,South East,QKS,Kent and Medway,NQ7,Medway Community Healthcare,Community Provider Trust,1503.10183,34347.60697,4.38
30/06/2024,Y59,South East,QKS,Kent and Medway,QKS,NHS Kent and Medway ICB,Integrated Care Board,401.70665,18110.1586,2.22
30/06/2024,Y59,South East,QKS,Kent and Medway,RN7,Dartford and Gravesham NHS Trust,Acute,4911.27646,121729.90455,4.03
30/06/2024,Y59,South East,QKS,Kent and Medway,RPA,Medway NHS Foundation Trust,Acute,7873.90965,150673.71624,5.23
30/06/2024,Y59,South East,QKS,Kent and Medway,RVV,East Kent Hospitals University NHS Foundation Trust,Acute,13990.65423,313732.29604,4.46
30/06/2024,Y59,South East,QKS,Kent and Medway,RWF,Maidstone and Tunbridge Wells NHS Trust,Acute,8981.21538,219722.61980000001,4.09
30/06/2024,Y59,South East,QKS,Kent and Medway,RXY,Kent and Medway NHS and Social Care Partnership Trust,Mental Health,4635.7199200000005,104383.54408,4.44
30/06/2024,Y59,South East,QKS,Kent and Medway,RYY,Kent Community Health NHS Foundation Trust,Community Provider Trust,6312.84189,134688.33336,4.69
30/06/2024,Y59,South East,QNQ,Frimley,QNQ,NHS Frimley ICB,Integrated Care Board,255.61323,10758.22217,2.38
30/06/2024,Y59,South East,QNQ,Frimley,RDU,Frimley Health NHS Foundation Trust,Acute,10360.03904,309349.43017,3.35
30/06/2024,Y59,South East,QNQ,Frimley,RWX,Berkshire Healthcare NHS Foundation Trust,Mental Health,5214.10944,138168.286,3.77
30/06/2024,Y59,South East,QNX,Sussex,QNX,NHS Sussex ICB,Integrated Care Board,948.32682,25054.77994,3.79
30/06/2024,Y59,South East,QNX,Sussex,RDR,Sussex Community NHS Foundation Trust,Community Provider Trust,7334.02431,140412.63732,5.22
30/06/2024,Y59,South East,QNX,Sussex,RPC,Queen Victoria Hospital NHS Foundation Trust,Acute,1170.90139,30718.45972,3.81
30/06/2024,Y59,South East,QNX,Sussex,RX2,Sussex Partnership NHS Foundation Trust,Mental Health,7281.83674,147639.76982,4.93
30/06/2024,Y59,South East,QNX,Sussex,RXC,East Sussex Healthcare NHS Trust,Acute,11931.14289,230590.62967,5.17
30/06/2024,Y59,South East,QNX,Sussex,RYD,South East Coast Ambulance Service NHS Foundation Trust,Ambulance,8281.98663,134317.92828,6.17
30/06/2024,Y59,South East,QNX,Sussex,RYR,University Hospitals Sussex NHS Foundation Trust,Acute,22028.8402,466204.81197,4.73
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,QRL,NHS Hampshire and Isle of Wight ICB,Integrated Care Board,779.36649,23443.47398,3.32
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,R1C,Solent NHS Trust,Community Provider Trust,5380.9706,111187.91672,4.84
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,R1F,Isle of Wight NHS Trust,Acute,4739.07976,81949.98264,5.78
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,RHM,University Hospital Southampton NHS Foundation Trust,Acute,13779.58008,379861.44577,3.63
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,RHU,Portsmouth Hospitals University NHS Trust,Acute,11228.50805,245030.37937,4.58
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,RN5,Hampshire Hospitals NHS Foundation Trust,Acute,9527.98186,216279.99943,4.41
30/06/2024,Y59,South East,QRL,Hampshire and Isle of Wight,RW1,Southern Health NHS Foundation Trust,Mental Health,12888.24506,232017.81295,5.55
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,"NHS Buckinghamshire, Oxfordshire and Berkshire West ICB",Integrated Care Board,234.74666000000002,12207.7647,1.92
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",RHW,Royal Berkshire NHS Foundation Trust,Acute,6637.10948,180243.19698,3.68
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",RNU,Oxford Health NHS Foundation Trust,Mental Health,8199.16451,185010.9856,4.43
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",RTH,Oxford University Hospitals NHS Foundation Trust,Acute,15288.40234,408339.58607,3.74
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",RXQ,Buckinghamshire Healthcare NHS Trust,Acute,6992.23264,190396.52789,3.67
30/06/2024,Y59,South East,QU9,"Buckinghamshire, Oxfordshire and Berkshire West",RYE,South Central Ambulance Service NHS Foundation Trust,Ambulance,7819.78823,129357.03431,6.05
30/06/2024,Y59,South East,QXU,Surrey Heartlands,AQG,Procare Health Ltd,Community Provider Trust,121.36,2310.7064,5.25
30/06/2024,Y59,South East,QXU,Surrey Heartlands,NDJ,First Community Health and Care CIC,Community Provider Trust,452.6247,13582.81747,3.33
30/06/2024,Y59,South East,QXU,Surrey Heartlands,NTV,CSH Surrey,Community Provider Trust,1057.70215,25054.18564,4.22
30/06/2024,Y59,South East,QXU,Surrey Heartlands,QXU,NHS Surrey Heartlands ICB,Integrated Care Board,475.75247,16738.9332,2.84
30/06/2024,Y59,South East,QXU,Surrey Heartlands,RA2,Royal Surrey County Hospital NHS Foundation Trust,Acute,4715.9155,143598.59244,3.28
30/06/2024,Y59,South East,QXU,Surrey Heartlands,RTK,Ashford and St. Peter's Hospitals NHS Foundation Trust,Acute,4752.88026,138274.7219,3.44
30/06/2024,Y59,South East,QXU,Surrey Heartlands,RTP,Surrey and Sussex Healthcare NHS Trust,Acute,5235.96892,141744.63528,3.69
30/06/2024,Y59,South East,QXU,Surrey Heartlands,RXX,Surrey and Borders Partnership NHS Foundation Trust,Mental Health,4202.7475,93707.18286,4.48
30/06/2024,Y60,Midlands,QGH,Herefordshire and Worcestershire,QGH,NHS Herefordshire and Worcestershire ICB,Integrated Care Board,324.84000000000003,9404.1361,3.45
30/06/2024,Y60,Midlands,QGH,Herefordshire and Worcestershire,R1A,Herefordshire and Worcestershire Health and Care NHS Trust,Community Provider Trust,6320.26526,122890.55201,5.14
30/06/2024,Y60,Midlands,QGH,Herefordshire and Worcestershire,RLQ,Wye Valley NHS Trust,Acute,5083.17611,107390.9955,4.73
30/06/2024,Y60,Midlands,QGH,Herefordshire and Worcestershire,RWP,Worcestershire Acute Hospitals NHS Trust,Acute,10533.91923,199055.81777,5.29
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,QHL,NHS Birmingham and Solihull ICB,Integrated Care Board,681.22991,15747.7284,4.33
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Acute,8323.83115,184980.69103,4.5
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RRJ,Royal Orthopaedic Hospital NHS Foundation Trust,Acute,2074.4735299999998,38550.614630000004,5.38
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RRK,University Hospitals Birmingham NHS Foundation Trust,Acute,38761.12445,677293.22645,5.72
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Acute,11664.89587,213000.48894,5.48
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RXT,Birmingham and Solihull Mental Health NHS Foundation Trust,Mental Health,7285.49857,139561.14753,5.22
30/06/2024,Y60,Midlands,QHL,Birmingham and Solihull,RYW,Birmingham Community Healthcare NHS Foundation Trust,Community Provider Trust,8326.61414,140367.51377,5.93
30/06/2024,Y60,Midlands,QJ2,Derby and Derbyshire,QJ2,NHS Derby and Derbyshire ICB,Integrated Care Board,547.94001,13368.25906,4.1
30/06/2024,Y60,Midlands,QJ2,Derby and Derbyshire,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Acute,7383.41622,138108.08121,5.35
30/06/2024,Y60,Midlands,QJ2,Derby and Derbyshire,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Acute,21596.83447,386164.82254,5.59
30/06/2024,Y60,Midlands,QJ2,Derby and Derbyshire,RXM,Derbyshire Healthcare NHS Foundation Trust,Mental Health,5329.09985,87643.86318,6.08
30/06/2024,Y60,Midlands,QJ2,Derby and Derbyshire,RY8,Derbyshire Community Health Services NHS Foundation Trust,Community Provider Trust,6438.85622,114548.02574,5.62
30/06/2024,Y60,Midlands,QJM,Lincolnshire,QJM,NHS Lincolnshire ICB,Integrated Care Board,315.21999,10596.75255,2.97
30/06/2024,Y60,Midlands,QJM,Lincolnshire,RP7,Lincolnshire Partnership NHS Foundation Trust,Mental Health,4023.25362,80556.62514,4.99
30/06/2024,Y60,Midlands,QJM,Lincolnshire,RWD,United Lincolnshire Hospitals NHS Trust,Acute,13600.50823,258264.20939,5.27
30/06/2024,Y60,Midlands,QJM,Lincolnshire,RY5,Lincolnshire Community Health Services NHS Trust,Community Provider Trust,2645.83036,60293.25888,4.39
30/06/2024,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",QK1,"NHS Leicester, Leicestershire and Rutland ICB",Integrated Care Board,191.4,8431.04484,2.27
30/06/2024,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RT5,Leicestershire Partnership NHS Trust,Mental Health,9293.43134,179185.41129,5.19
30/06/2024,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,Acute,23706.71181,510685.92291,4.64
30/06/2024,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,QNC,NHS Staffordshire and Stoke-on-Trent ICB,Integrated Care Board,205.07999999999998,8202.86404,2.5
30/06/2024,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RJE,University Hospitals of North Midlands NHS Trust,Acute,17481.08102,336297.26197,5.2
30/06/2024,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RLY,North Staffordshire Combined Healthcare NHS Trust,Mental Health,3106.08782,51596.30678,6.02
30/06/2024,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,RRE,Midlands Partnership NHS Foundation Trust,Mental Health,15123.86287,280491.32817,5.39
30/06/2024,Y60,Midlands,QOC,"Shropshire, Telford and Wrekin",QOC,"NHS Shropshire, Telford and Wrekin ICB",Integrated Care Board,696.34698,11815.80954,5.89
30/06/2024,Y60,Midlands,QOC,"Shropshire, Telford and Wrekin",R1D,Shropshire Community Health NHS Trust,Community Provider Trust,2349.85486,47349.856869999996,4.96
30/06/2024,Y60,Midlands,QOC,"Shropshire, Telford and Wrekin",RL1,Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Acute,2310.15276,46844.08275,4.93
30/06/2024,Y60,Midlands,QOC,"Shropshire, Telford and Wrekin",RXW,Shrewsbury and Telford Hospital NHS Trust,Acute,10579.42091,212660.20149,4.97
30/06/2024,Y60,Midlands,QPM,Northamptonshire,QPM,NHS Northamptonshire ICB,Integrated Care Board,64.26,5437.52731,1.18
30/06/2024,Y60,Midlands,QPM,Northamptonshire,RNQ,Kettering General Hospital NHS Foundation Trust,Acute,6264.39732,132890.88609,4.71
30/06/2024,Y60,Midlands,QPM,Northamptonshire,RNS,Northampton General Hospital NHS Trust,Acute,8137.48947,166071.60543,4.9
30/06/2024,Y60,Midlands,QPM,Northamptonshire,RP1,Northamptonshire Healthcare NHS Foundation Trust,Mental Health,6953.9326,131320.72374,5.3
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,NR3,Nottingham Citycare Partnership,Community Provider Trust,1738.7436,29952.98564,5.8
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,QT1,NHS Nottingham and Nottinghamshire ICB,Integrated Care Board,614.08003,16917.5885,3.63
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RHA,Nottinghamshire Healthcare NHS Foundation Trust,Mental Health,16243.87344,250521.7596,6.48
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Acute,7978.36948,162417.82228,4.91
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,27424.99321,539419.8035,5.08
30/06/2024,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX9,East Midlands Ambulance Service NHS Trust,Ambulance,9269.1949,126800.44571,7.31
30/06/2024,Y60,Midlands,QUA,Black Country,QUA,NHS Black Country ICB,Integrated Care Board,388.74667,14727.0492,2.64
30/06/2024,Y60,Midlands,QUA,Black Country,RBK,Walsall Healthcare NHS Trust,Acute,9170.42734,136696.89441,6.71
30/06/2024,Y60,Midlands,QUA,Black Country,RL4,Royal Wolverhampton NHS Trust,Acute,15996.00532,312571.83603,5.12
30/06/2024,Y60,Midlands,QUA,Black Country,RNA,Dudley Group NHS Foundation Trust,Acute,8440.23391,168493.43455,5.01
30/06/2024,Y60,Midlands,QUA,Black Country,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Ambulance,8158.54076,192967.6,4.23
30/06/2024,Y60,Midlands,QUA,Black Country,RYK,Dudley Integrated Health and Care NHS Trust,Community Provider Trust,570.7334,10660.54429,5.35
30/06/2024,Y60,Midlands,QUA,Black Country,TAJ,Black Country Healthcare NHS Foundation Trust,Mental Health,6576.19519,111725.33822,5.89
30/06/2024,Y60,Midlands,QWU,Coventry and Warwickshire,QWU,NHS Coventry and Warwickshire ICB,Integrated Care Board,368.32015,10427.7424,3.53
30/06/2024,Y60,Midlands,QWU,Coventry and Warwickshire,RJC,South Warwickshire University NHS Foundation Trust,Acute,7461.58271,150783.48302,4.95
30/06/2024,Y60,Midlands,QWU,Coventry and Warwickshire,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Acute,14479.56086,269922.11173,5.36
30/06/2024,Y60,Midlands,QWU,Coventry and Warwickshire,RLT,George Eliot Hospital NHS Trust,Acute,3765.73217,82218.0797,4.58
30/06/2024,Y60,Midlands,QWU,Coventry and Warwickshire,RYG,Coventry and Warwickshire Partnership NHS Trust,Mental Health,6484.5431499999995,118862.64872,5.46
30/06/2024,Y61,East of England,QH8,Mid and South Essex,QH8,NHS Mid and South Essex ICB,Integrated Care Board,251.76009,11519.61348,2.19
30/06/2024,Y61,East of England,QH8,Mid and South Essex,R1L,Essex Partnership University NHS Foundation Trust,Mental Health,9638.56787,180156.58291,5.35
30/06/2024,Y61,East of England,QH8,Mid and South Essex,RAJ,Mid and South Essex NHS Foundation Trust,Acute,19509.65977,458899.51519,4.25
30/06/2024,Y61,East of England,QHG,"Bedfordshire, Luton and Milton Keynes",NRR,Community Dental Services CIC,Community Provider Trust,386.63379000000003,10629.6165,3.64
30/06/2024,Y61,East of England,QHG,"Bedfordshire, Luton and Milton Keynes",QHG,"NHS Bedfordshire, Luton and Milton Keynes ICB",Integrated Care Board,261.6,10741.8504,2.44
