DATE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,ORG_TYPE,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE,SICKNESS_ABSENCE_RATE_PERCENT
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0AR,NHS North of England Commissioning Support Unit,Commissioning Support Unit,1504.83928,47183.81828,3.19
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0CX,NHS Midlands and Lancashire Commissioning Support Unit,Commissioning Support Unit,1618.76655,45001.21146,3.6
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0DE,NHS Arden and Greater East Midlands Commissioning Support Unit,Commissioning Support Unit,762.93342,34289.09677,2.23
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0DF,"NHS South, Central and West Commissioning Support Unit",Commissioning Support Unit,1650.45083,53452.08054,3.09
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,8JX76,ENGIE Services Ltd,Others,1034.86048,20580.51589,5.03
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1150,NHS Resolution,Others,679.76666,25796.61146,2.64
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1450,NHS Business Services Authority,Others,6171.4067000000005,161677.46868,3.82
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1460,NHS Blood and Transplant,Others,8749.677670000001,183912.65871,4.76
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1480,Health Research Authority,Others,285.62646,7630.21971,3.74
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1540,NHS Counter Fraud Authority,Others,232.6,6635.67729,3.51
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,X24,NHS England,Others,15432.38332,574132.66394,2.69
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,X80,National Institute for Health and Care Excellence,Others,561.83334,24532.15369,2.29
31/03/2025,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,Z1E5K,Health Services Safety Investigations Body,Others,81.85333,1490.27323,5.49
31/03/2025,Y56,London,QKK,South East London,DEQ,King's Facilities Management (KFM),Others,313.6,10902.36,2.88
31/03/2025,Y56,London,QKK,South East London,NQV,Bromley Healthcare,Community Provider Trust,1175.91834,31128.22177,3.78
31/03/2025,Y56,London,QKK,South East London,QKK,NHS South East London ICB,Integrated Care Board,478.68676,20484.182,2.34
31/03/2025,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Acute,30671.70065,701746.20666,4.37
31/03/2025,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Acute,10556.2025,224189.33079,4.71
31/03/2025,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Acute,18486.41217,413563.65378,4.47
31/03/2025,Y56,London,QKK,South East London,RPG,Oxleas NHS Foundation Trust,Mental Health,6931.6998,141896.85114,4.89
31/03/2025,Y56,London,QKK,South East London,RRU,London Ambulance Service NHS Trust,Ambulance,17780.07946,251220.89714000002,7.08
31/03/2025,Y56,London,QKK,South East London,RV5,South London and Maudsley NHS Foundation Trust,Mental Health,7887.17376,191134.31599,4.13
31/03/2025,Y56,London,QMF,North East London,AXA,Tower Hamlets GP Care Group CIC,Community Provider Trust,569.92351,13257.97588,4.3
31/03/2025,Y56,London,QMF,North East London,QMF,NHS North East London ICB,Integrated Care Board,983.3,28211.61573,3.49
31/03/2025,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Acute,25500.32599,618320.07231,4.12
31/03/2025,Y56,London,QMF,North East London,RAT,North East London NHS Foundation Trust,Mental Health,10692.45873,233908.70389,4.57
31/03/2025,Y56,London,QMF,North East London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Acute,10758.95749,260123.40703,4.14
31/03/2025,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Acute,5793.73237,133542.83559,4.34
31/03/2025,Y56,London,QMF,North East London,RWK,East London NHS Foundation Trust,Mental Health,11692.10326,222991.22649,5.24
31/03/2025,Y56,London,QMJ,North Central London,G6V2S,North London NHS Foundation Trust,Mental Health,7943.5465,184030.02297,4.32
31/03/2025,Y56,London,QMJ,North Central London,QMJ,NHS North Central London ICB,Integrated Care Board,450.17328,18970.96785,2.37
31/03/2025,Y56,London,QMJ,North Central London,RAL,Royal Free London NHS Foundation Trust,Acute,23556.03495,579824.9603,4.06
31/03/2025,Y56,London,QMJ,North Central London,RKE,Whittington Health NHS Trust,Acute,6555.23566,157033.58051,4.17
