OrganisationCode,Organisation,AprilFTE,MarchFTE,AprilFourHourPerformance,MarchFourHourPerformance,AprilSicknessAbsenceRate,MarchSicknessAbsenceRate,AprilEstimatedAvailableFTE,MarchEstimatedAvailableFTE,AprilAttendances,MarchAttendances,AprilEmergencyAdmissions,MarchEmergencyAdmissions,AprilOverFourHourAttendances,MarchOverFourHourAttendances,AprilWaits12PlusHoursDTA,MarchWaits12PlusHoursDTA,WorkforceFTEChangePct,FourHourPerformanceChangePP,SicknessAbsenceChangePP,EstimatedAvailableFTEChangePct,AttendanceChangePct,EmergencyAdmissionsChangePct,AttendancesOverFourHoursChangePct,Waits12PlusHoursDTAChangePct,Q1ToQ4FTEChangePct,Q1ToQ4FourHourPerformanceChangePP,Q1ToQ4SicknessAbsenceChangePP,Q1ToQ4EstimatedAvailableFTEChangePct,Q1ToQ4AttendanceChangePct,Q1ToQ4EmergencyAdmissionsChangePct,Q1ToQ4AttendancesOverFourHoursChangePct,Q1ToQ4Waits12PlusHoursDTAChangePct
RAS,Hillingdon Hospitals NHS Foundation Trust,3332.1041800000003,3432.5449399999998,0.7905416329830235,0.7578458257160268,0.04402844730904438,0.05324162678248189,3185.3968066826237,3249.790663390423,12370,13128,2720,1883,2591,3179,16,69,3.01433432372451,-3.2695807266996724,0.9213179473437514,2.02153328504342,6.127728375101049,-30.772058823529413,22.69394056348899,331.25,3.1536251363431633,-2.5667442688205755,0.6504939425407891,2.452938645425551,-1.8762664140417384,-34.98678837376892,8.321790090570058,520.5128205128206
RVR,Epsom and St Helier University Hospitals NHS Trust,6378.30193,6333.69446,0.7637166121299749,0.7412888176118968,0.045811688395764,0.04731734570201434,6086.10114948874,6034.000849665247,13141,13718,1836,1914,3105,3549,651,706,-0.6993627847905914,-2.242779451807808,0.1505657306250338,-0.8560537944373392,4.390837835781136,4.2483660130719025,14.299516908212562,8.448540706605211,-0.12033789669507744,-3.163087853345792,0.6421456697666958,-0.7932646033330659,-5.564998891434481,1.7708709794000743,7.574772431729526,5.909090909090908
